"Notes"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	"Census Region"	"Census Region Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	% of Total Deaths
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 1: Northeast"	"CENS-R1"	555	18666302	2.97	2.73	3.22	2.47	0.01%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 2: Midwest"	"CENS-R2"	618	25905968	2.39	2.20	2.57	2.21	0.02%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 3: South"	"CENS-R3"	820	34585809	2.37	2.21	2.53	2.09	0.02%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 4: West"	"CENS-R4"	528	19615026	2.69	2.46	2.92	2.36	0.01%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Other specified bacterial intestinal infections"	"A04.8"	"Census Region 3: South"	"CENS-R3"	13	34585809	Unreliable	0.02	0.06	Unreliable	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 2: Midwest"	"CENS-R2"	14	25905968	Unreliable	0.03	0.09	Unreliable	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 3: South"	"CENS-R3"	10	34585809	Unreliable	0.01	0.05	Unreliable	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 4: West"	"CENS-R4"	16	19615026	Unreliable	0.05	0.13	Unreliable	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 1: Northeast"	"CENS-R1"	29	18666302	0.16	0.10	0.22	0.14	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 2: Midwest"	"CENS-R2"	35	25905968	0.14	0.09	0.19	0.13	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 3: South"	"CENS-R3"	35	34585809	0.10	0.07	0.14	0.11	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 4: West"	"CENS-R4"	23	19615026	0.12	0.07	0.18	0.12	0.00%
	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 1: Northeast"	"CENS-R1"	158	18666302	0.85	0.71	0.98	0.70	0.00%
