"Notes"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	"Census Region"	"Census Region Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	% of Total Deaths
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 1: Northeast"	"CENS-R1"	897	19552292	4.59	4.29	4.89	2.52	0.03%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 2: Midwest"	"CENS-R2"	1012	26710739	3.79	3.56	4.02	2.33	0.03%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 3: South"	"CENS-R3"	1314	35949314	3.66	3.46	3.85	2.27	0.04%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Enterocolitis due to Clostridium difficile"	"A04.7"	"Census Region 4: West"	"CENS-R4"	752	19769243	3.80	3.53	4.08	2.35	0.02%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other specified bacterial intestinal infections"	"A04.8"	"Census Region 1: Northeast"	"CENS-R1"	11	19552292	Unreliable	0.03	0.10	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other specified bacterial intestinal infections"	"A04.8"	"Census Region 3: South"	"CENS-R3"	16	35949314	Unreliable	0.03	0.07	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 1: Northeast"	"CENS-R1"	18	19552292	Unreliable	0.05	0.15	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 2: Midwest"	"CENS-R2"	21	26710739	0.08	0.05	0.12	0.04	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 3: South"	"CENS-R3"	10	35949314	Unreliable	0.01	0.05	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Viral intestinal infection, unspecified"	"A08.4"	"Census Region 4: West"	"CENS-R4"	14	19769243	Unreliable	0.04	0.12	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 1: Northeast"	"CENS-R1"	34	19552292	0.17	0.12	0.24	0.12	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 2: Midwest"	"CENS-R2"	42	26710739	0.16	0.11	0.21	0.12	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 3: South"	"CENS-R3"	66	35949314	0.18	0.14	0.23	0.16	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	"Census Region 4: West"	"CENS-R4"	36	19769243	0.18	0.13	0.25	0.13	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 1: Northeast"	"CENS-R1"	267	19552292	1.37	1.20	1.53	0.76	0.01%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 2: Midwest"	"CENS-R2"	302	26710739	1.13	1.00	1.26	0.71	0.01%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 3: South"	"CENS-R3"	406	35949314	1.13	1.02	1.24	0.72	0.01%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	"Census Region 4: West"	"CENS-R4"	196	19769243	0.99	0.85	1.13	0.62	0.01%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	"Census Region 2: Midwest"	"CENS-R2"	10	26710739	Unreliable	0.02	0.07	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	"Census Region 3: South"	"CENS-R3"	13	35949314	Unreliable	0.02	0.06	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Tuberculosis of bones and joints"	"A18.0"	"Census Region 2: Midwest"	"CENS-R2"	12	26710739	Unreliable	0.02	0.08	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Tuberculosis of bones and joints"	"A18.0"	"Census Region 3: South"	"CENS-R3"	10	35949314	Unreliable	0.01	0.05	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 1: Northeast"	"CENS-R1"	18	19552292	Unreliable	0.05	0.15	Unreliable	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 2: Midwest"	"CENS-R2"	34	26710739	0.13	0.09	0.18	0.09	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 3: South"	"CENS-R3"	52	35949314	0.14	0.11	0.19	0.10	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Pulmonary mycobacterial infection"	"A31.0"	"Census Region 4: West"	"CENS-R4"	27	19769243	0.14	0.09	0.20	0.09	0.00%
	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	"Mycobacterial infection, unspecified"	"A31.9"	"Census Region 3: South"	"CENS-R3"	10	35949314	Unreliable	0.01	0.05	Unreliable	0.00%
